,school,sex,age,reason,traveltime,studytime,failures,activities,freetime,health,absences,Subject,Final_Score,ses_status,avg_alc,social_score_category
308,GP,M,19,reputation,1,2,1,yes,5,5,0,1,13.0,Low,1.5,Very Bad
309,GP,F,19,reputation,1,2,1,yes,4,3,18,1,11.0,High,2.0,Very Bad
310,GP,F,19,home,1,2,1,yes,2,3,0,1,5.0,Medium,2.0,Neutral
311,GP,F,19,other,3,2,0,no,4,2,20,1,13.0,Medium,1.0,Very Bad
312,GP,M,19,course,1,2,1,no,5,4,3,1,12.0,Medium,2.0,Very Bad
313,GP,F,19,reputation,2,2,1,no,2,1,22,1,11.0,High,1.5,Very Bad
314,GP,F,19,home,1,3,2,no,1,3,14,1,14.0,Medium,1.0,Very Bad
315,GP,F,19,reputation,1,3,1,no,1,3,40,1,12.0,Medium,1.0,Very Bad
316,GP,F,18,course,2,2,0,yes,3,1,0,1,5.0,High,1.5,Very Bad
317,GP,F,18,course,1,3,0,yes,3,5,9,1,9.0,Medium,1.0,Neutral
318,GP,F,17,course,1,3,0,yes,3,5,0,1,11.0,Medium,3.5,Neutral
319,GP,F,18,course,1,2,0,no,4,5,2,1,11.0,High,3.0,Neutral
320,GP,F,17,course,1,2,0,no,2,5,23,1,13.0,High,1.5,Very Bad
321,GP,F,17,course,1,2,0,no,2,3,12,1,10.0,Medium,1.0,Very Bad
322,GP,F,17,course,1,3,0,yes,3,3,3,1,11.0,High,2.0,Very Bad
323,GP,F,17,course,1,3,0,no,4,5,1,1,14.0,Medium,2.5,Very Bad
324,GP,F,17,home,2,3,0,no,3,2,0,1,15.0,Medium,2.5,Very Bad
325,GP,M,18,course,1,3,0,yes,3,3,3,1,11.0,Medium,2.0,Very Bad
326,GP,M,17,reputation,1,1,0,yes,3,5,3,1,15.0,Medium,4.0,Neutral
327,GP,M,17,course,4,1,0,no,4,4,8,1,10.0,Medium,5.0,Neutral
328,GP,F,17,course,1,3,0,yes,4,4,7,1,9.0,High,2.0,Neutral
329,GP,F,17,course,2,3,0,no,3,4,4,1,14.0,High,1.5,Very Bad
330,GP,M,18,course,1,4,0,yes,5,5,2,1,8.0,Medium,3.0,Neutral
331,GP,F,17,course,1,3,0,no,4,5,7,1,13.0,Medium,1.0,Very Bad
332,GP,F,18,home,1,2,0,yes,3,4,0,1,2.0,Medium,1.0,Neutral
333,GP,F,18,home,1,2,0,yes,3,2,0,1,5.0,Medium,1.0,Very Bad
334,GP,F,18,course,2,4,0,yes,4,4,0,1,6.0,Low,1.0,Neutral
335,GP,F,17,course,1,3,0,no,4,5,16,1,15.0,Medium,2.0,Neutral
336,GP,F,19,home,1,3,1,no,4,5,12,1,13.0,Medium,1.5,Very Bad
337,GP,F,17,home,1,2,0,no,3,2,0,1,4.0,Medium,2.5,Very Bad
338,GP,F,18,home,1,4,0,no,3,1,7,1,16.0,High,1.0,Very Bad
339,GP,F,17,home,1,2,0,no,3,2,4,1,10.0,Medium,2.5,Very Bad
340,GP,F,19,home,1,3,1,yes,3,3,4,1,11.0,High,2.0,Neutral
341,GP,M,18,home,1,2,1,yes,3,2,0,1,6.0,High,2.0,Very Bad
342,GP,M,18,home,1,2,0,yes,3,5,11,1,15.0,Medium,2.0,Very Bad
343,GP,F,17,home,1,2,1,no,3,4,0,1,5.0,Medium,1.5,Very Bad
344,GP,F,18,course,1,3,0,no,3,3,4,1,10.0,Medium,1.5,Very Bad
345,GP,F,18,other,1,3,0,no,4,1,7,1,13.0,Medium,2.5,Neutral
346,GP,M,18,course,1,3,0,no,3,4,9,1,16.0,Medium,1.5,Very Bad
347,GP,M,18,course,1,3,0,no,4,5,0,1,10.0,High,2.5,Excellent
348,GP,F,17,reputation,1,3,0,yes,4,4,0,1,14.0,High,2.0,Very Bad
349,MS,M,18,course,2,1,1,no,5,5,10,1,12.0,Low,5.0,Neutral
350,MS,M,19,home,3,2,3,no,4,2,8,1,8.0,Medium,3.0,Neutral
351,MS,M,17,course,2,2,0,no,5,3,2,1,13.0,High,2.5,Neutral
352,MS,M,18,course,1,1,1,no,3,3,7,1,8.0,Medium,2.5,Very Bad
353,MS,M,19,home,3,1,1,no,4,5,4,1,8.0,Medium,3.0,Neutral
354,MS,M,17,home,2,2,0,yes,5,2,4,1,12.0,Medium,2.0,Neutral
355,MS,F,18,course,1,2,0,no,3,5,0,1,9.0,Medium,1.0,Neutral
356,MS,F,17,other,2,2,0,yes,3,5,4,1,13.0,High,1.5,Very Bad
357,MS,F,17,reputation,2,2,0,no,2,5,2,1,12.0,Medium,1.5,Very Bad
358,MS,M,18,home,2,1,0,no,3,3,4,1,10.0,Medium,1.5,Very Bad
359,MS,F,18,course,2,3,0,no,3,4,0,1,17.0,Medium,1.0,Very Bad
360,MS,F,18,course,3,2,0,no,3,5,0,1,13.0,Low,2.5,Neutral
361,MS,M,18,other,2,2,1,yes,4,5,2,1,12.0,Low,2.5,Very Bad
362,MS,F,18,other,2,2,0,no,3,3,0,1,11.0,High,2.0,Very Bad
363,MS,F,17,course,1,2,0,yes,3,1,0,1,15.0,High,1.0,Neutral
364,MS,F,17,course,2,2,0,no,2,3,0,1,12.0,Low,1.5,Very Bad
365,MS,M,18,course,2,2,0,no,3,3,4,1,10.0,Medium,3.0,Very Bad
366,MS,M,18,other,2,3,0,no,2,5,0,1,13.0,High,2.0,Very Bad
367,MS,F,17,reputation,3,1,1,no,2,1,0,1,4.0,Medium,1.5,Very Bad
368,MS,F,18,course,2,1,0,no,2,4,0,1,10.0,High,1.5,Neutral
369,MS,F,18,other,3,2,0,no,2,5,10,1,12.0,Medium,3.0,Very Bad
370,MS,F,19,home,2,2,2,yes,2,3,4,1,8.0,High,1.0,Very Bad
371,MS,M,18,other,3,1,0,yes,3,3,3,1,13.0,Medium,2.5,Very Bad
372,MS,F,17,home,1,3,0,yes,4,3,8,1,12.0,Low,1.0,Very Bad
373,MS,F,17,course,1,1,0,yes,5,1,14,1,5.0,Low,2.0,Neutral
374,MS,F,18,reputation,2,3,0,no,4,1,0,1,19.0,Medium,1.0,Neutral
375,MS,F,18,home,4,3,0,no,3,4,2,1,9.0,Low,1.5,Very Bad
376,MS,F,20,course,2,3,2,no,4,3,4,1,15.0,High,1.0,Neutral
377,MS,F,18,course,1,2,0,yes,4,2,4,1,9.0,High,3.5,Very Bad
378,MS,F,18,home,1,2,0,no,1,1,0,1,15.0,Medium,1.5,Very Bad
379,MS,F,17,reputation,1,2,0,yes,5,1,17,1,10.0,Medium,2.5,Neutral
380,MS,M,18,home,1,2,0,yes,2,2,4,1,14.0,Medium,2.5,Very Bad
381,MS,M,18,other,2,1,0,yes,4,5,5,1,7.0,Low,2.0,Very Bad
382,MS,M,17,home,2,2,0,yes,4,3,2,1,11.0,Medium,1.0,Very Bad
383,MS,M,19,other,2,1,1,no,3,5,0,1,3.0,Low,2.0,Very Bad
384,MS,M,18,home,2,1,1,no,4,3,14,1,5.0,Low,3.5,Very Bad
385,MS,F,18,other,2,3,0,no,3,4,2,1,10.0,Low,2.0,Very Bad
386,MS,F,18,reputation,3,1,0,yes,4,5,7,1,6.0,Medium,2.0,Very Bad
387,MS,F,19,course,1,3,1,yes,4,5,0,1,4.0,Low,1.5,Very Bad
388,MS,F,18,course,1,2,0,no,3,1,0,1,8.0,High,1.0,Neutral
389,MS,F,18,course,2,2,1,yes,1,5,0,1,3.0,Low,1.0,Very Bad
390,MS,M,20,course,1,2,2,no,5,4,11,1,9.0,High,4.5,Neutral
391,MS,M,17,course,2,1,0,no,4,2,3,1,15.0,Medium,3.5,Neutral
392,MS,M,21,course,1,1,3,no,5,3,3,1,8.0,Low,3.0,Very Bad
393,MS,M,18,course,3,1,0,no,4,5,0,1,11.0,Medium,3.5,Very Bad
394,MS,M,19,course,1,1,0,no,2,5,5,1,9.0,Medium,3.0,Very Bad
395,GP,F,18,course,2,2,0,no,3,3,4,0,8.0,Medium,1.0,Neutral
396,GP,F,17,course,1,2,0,no,3,3,2,0,10.0,Medium,1.0,Very Bad
397,GP,F,15,other,1,2,0,no,3,3,6,0,12.0,Medium,2.5,Very Bad
398,GP,F,15,home,1,3,0,yes,2,5,0,0,14.0,High,1.0,Very Bad
399,GP,F,16,home,1,2,0,no,3,5,0,0,12.0,Medium,1.5,Very Bad
400,GP,M,16,reputation,1,2,0,yes,4,5,6,0,12.0,High,1.5,Very Bad
401,GP,M,16,home,1,2,0,no,4,3,0,0,13.0,Medium,1.0,Neutral
402,GP,F,17,home,2,2,0,no,1,1,2,0,12.0,Medium,1.0,Neutral
403,GP,M,15,home,1,2,0,no,2,1,0,0,16.0,Medium,1.0,Very Bad
404,GP,M,15,home,1,2,0,yes,5,5,0,0,12.0,Medium,1.0,Very Bad
405,GP,F,15,reputation,1,2,0,no,3,2,2,0,14.0,High,1.5,Very Bad
406,GP,F,15,reputation,3,3,0,yes,2,4,0,0,12.0,Medium,1.0,Very Bad
407,GP,M,15,course,1,1,0,yes,3,5,0,0,12.0,High,2.0,Very Bad
408,GP,M,15,course,2,2,0,no,4,3,0,0,12.0,Medium,1.5,Very Bad
409,GP,M,15,home,1,3,0,no,5,3,0,0,14.0,Medium,1.0,Very Bad
410,GP,F,16,home,1,1,0,no,4,2,6,0,17.0,Medium,1.5,Neutral
411,GP,F,16,reputation,1,3,0,yes,2,2,10,0,13.0,High,1.5,Very Bad
412,GP,F,16,reputation,3,2,0,yes,3,4,2,0,14.0,Medium,1.0,Very Bad
413,GP,M,17,course,1,1,3,yes,5,5,2,0,8.0,High,3.0,Neutral
414,GP,M,16,home,1,1,0,yes,1,5,6,0,12.0,Medium,2.0,Very Bad
415,GP,M,15,reputation,1,2,0,no,4,1,0,0,13.0,Medium,1.0,Very Bad
416,GP,M,15,other,1,1,0,no,4,5,0,0,12.0,High,1.0,Very Bad
417,GP,M,16,course,1,2,0,yes,5,5,0,0,13.0,Medium,2.0,Very Bad
418,GP,M,16,reputation,2,2,0,yes,4,5,2,0,10.0,Medium,3.0,Neutral
419,GP,F,15,course,1,3,0,yes,3,5,2,0,10.0,High,1.0,Very Bad
420,GP,F,16,home,1,1,0,no,2,5,6,0,11.0,Medium,2.0,Very Bad
421,GP,M,15,home,1,1,0,no,2,5,8,0,12.0,Medium,1.5,Very Bad
422,GP,M,15,other,1,1,0,no,2,1,0,0,11.0,Medium,3.0,Very Bad
423,GP,M,16,home,1,2,0,yes,3,5,2,0,12.0,High,1.0,Very Bad
424,GP,M,16,home,1,2,0,yes,4,5,4,0,12.0,High,5.0,Neutral
425,GP,M,15,home,1,2,0,no,4,5,0,0,11.0,High,3.5,Very Bad
426,GP,M,15,reputation,2,2,0,yes,3,5,2,0,15.0,High,1.0,Very Bad
427,GP,M,15,course,1,2,0,yes,5,5,0,0,14.0,Medium,1.0,Very Bad
428,GP,M,15,course,1,2,0,yes,3,2,0,0,12.0,Medium,1.0,Very Bad
429,GP,M,16,home,1,1,0,no,4,5,4,0,12.0,Medium,1.0,Very Bad
430,GP,F,15,other,2,1,0,yes,5,5,4,0,11.0,Medium,1.0,Very Bad
431,GP,M,15,home,1,3,0,yes,4,4,0,0,14.0,High,1.0,Very Bad
432,GP,M,16,reputation,2,3,0,yes,4,5,4,0,13.0,Medium,1.0,Very Bad
433,GP,F,15,course,1,3,0,yes,3,5,2,0,12.0,High,1.0,Very Bad
434,GP,F,15,reputation,1,1,0,yes,3,2,8,0,13.0,Medium,1.0,Very Bad
435,GP,F,16,home,2,2,0,yes,3,3,16,0,11.0,Medium,1.5,Very Bad
436,GP,M,15,home,1,1,0,no,4,5,8,0,11.0,High,3.0,Neutral
437,GP,M,15,course,1,2,0,yes,3,5,0,0,15.0,High,1.0,Very Bad
438,GP,M,15,course,1,1,0,no,4,1,0,0,10.0,High,1.0,Very Bad
439,GP,F,16,course,2,2,1,yes,3,5,14,0,11.0,Medium,2.0,Very Bad
440,GP,F,15,course,1,2,0,yes,2,5,4,0,11.0,High,1.0,Very Bad
441,GP,F,16,home,1,2,0,no,3,3,6,0,13.0,Medium,2.5,Neutral
442,GP,M,16,reputation,1,4,0,yes,2,2,2,0,17.0,Medium,1.0,Very Bad
443,GP,M,15,home,1,2,0,no,3,5,4,0,12.0,Medium,2.0,Very Bad
444,GP,F,15,other,1,2,0,yes,4,3,2,0,12.0,High,1.0,Neutral
445,GP,F,16,course,3,2,0,no,3,4,0,0,13.0,High,2.5,Very Bad
446,GP,F,15,other,1,2,0,no,3,5,0,0,15.0,High,1.0,Very Bad
447,GP,M,15,other,2,1,0,no,5,5,4,0,9.0,Medium,3.5,Neutral
448,GP,F,15,course,1,1,0,no,3,5,0,0,12.0,High,2.5,Very Bad
449,GP,F,15,other,1,1,0,no,3,1,0,0,13.0,Medium,4.0,Neutral
450,GP,F,16,other,1,2,0,yes,3,2,2,0,12.0,Low,1.0,Neutral
451,GP,F,15,reputation,1,2,0,yes,3,1,0,0,15.0,Medium,1.0,Very Bad
452,GP,M,15,reputation,1,2,0,yes,2,5,8,0,15.0,Medium,1.0,Very Bad
453,GP,M,15,home,1,2,0,yes,3,5,0,0,14.0,High,1.0,Very Bad
454,GP,F,16,course,1,2,0,no,2,5,2,0,16.0,High,1.0,Very Bad
455,GP,F,16,other,1,2,0,yes,4,4,0,0,16.0,Medium,2.5,Very Bad
456,GP,F,16,course,4,1,0,yes,5,5,0,0,12.0,High,5.0,Excellent
457,GP,F,16,reputation,1,2,0,yes,4,1,0,0,12.0,High,1.0,Very Bad
458,GP,F,16,home,1,3,0,yes,4,4,0,0,13.0,High,3.0,Very Bad
459,GP,F,15,reputation,1,2,0,yes,4,2,0,0,12.0,High,3.0,Neutral
460,GP,F,16,course,3,2,0,yes,4,1,2,0,16.0,High,1.5,Very Bad
461,GP,M,15,reputation,1,4,0,yes,3,3,0,0,12.0,Medium,5.0,Very Bad
462,GP,F,16,course,1,4,0,no,3,5,0,0,10.0,High,1.5,Very Bad
463,GP,F,15,reputation,2,2,0,no,1,4,0,0,11.0,High,2.0,Very Bad
464,GP,F,15,reputation,2,4,0,no,4,3,6,0,15.0,Medium,2.5,Very Bad
465,GP,M,16,reputation,2,4,0,no,3,5,2,0,12.0,Medium,1.0,Very Bad
466,GP,M,15,course,1,4,0,no,3,3,0,0,10.0,Medium,1.0,Very Bad
467,GP,F,15,reputation,1,2,0,no,3,5,2,0,12.0,Medium,3.0,Neutral
468,GP,M,16,reputation,1,1,0,yes,3,5,0,0,13.0,Low,2.0,Very Bad
469,GP,F,16,home,1,2,0,yes,3,5,4,0,11.0,High,3.0,Very Bad
470,GP,M,15,home,1,2,0,yes,3,5,0,0,11.0,Medium,2.5,Very Bad
471,GP,M,15,course,2,4,0,yes,4,1,0,0,11.0,Medium,1.0,Very Bad
472,GP,F,16,reputation,1,4,0,no,2,3,1,0,13.0,Medium,2.0,Neutral
473,GP,M,17,home,2,1,3,yes,5,3,0,0,9.0,Medium,1.0,Very Bad
474,GP,F,16,course,1,2,0,no,4,3,14,0,11.0,Medium,1.5,Very Bad
475,GP,M,15,course,1,1,0,yes,2,3,0,0,11.0,Medium,2.0,Very Bad
476,GP,M,15,home,1,3,0,no,3,5,2,0,9.0,Medium,1.5,Very Bad
477,GP,F,15,reputation,1,2,0,no,4,5,4,0,11.0,High,1.0,Neutral
478,GP,M,15,home,2,2,0,yes,3,4,2,0,13.0,High,2.0,Very Bad
479,GP,F,15,home,1,2,0,yes,3,4,2,0,12.0,Medium,2.5,Very Bad
480,GP,F,15,reputation,2,2,0,no,4,5,4,0,12.0,Medium,2.5,Neutral
481,GP,F,16,course,1,2,0,no,3,2,6,0,12.0,Medium,1.5,Neutral
482,GP,F,15,reputation,1,3,0,yes,3,1,4,0,15.0,Medium,2.0,Very Bad
483,GP,M,16,reputation,2,2,0,yes,4,3,6,0,11.0,Medium,1.0,Very Bad
484,GP,M,16,reputation,1,2,0,no,1,5,6,0,9.0,Medium,4.0,Very Bad
485,GP,F,16,home,1,3,0,no,3,4,2,0,10.0,Medium,2.0,Very Bad
486,GP,F,15,reputation,1,1,0,yes,5,1,6,0,13.0,Medium,2.0,Neutral
487,GP,F,16,home,1,2,0,no,3,2,0,0,12.0,Medium,2.5,Very Bad
488,GP,F,16,home,2,2,0,yes,3,1,2,0,14.0,High,1.0,Very Bad
489,GP,M,15,reputation,1,4,0,yes,3,4,2,0,12.0,High,1.0,Neutral
490,GP,F,15,home,2,4,0,yes,1,1,4,0,13.0,Medium,1.0,Very Bad
491,GP,M,16,reputation,2,1,0,yes,3,4,6,0,10.0,Medium,1.0,Very Bad
492,GP,F,16,course,1,2,0,no,3,5,0,0,12.0,Medium,1.0,Neutral
493,GP,F,16,reputation,1,1,0,yes,3,1,4,0,13.0,Low,1.5,Neutral
494,GP,F,16,course,1,3,0,no,3,3,2,0,13.0,Medium,1.0,Neutral
495,GP,M,16,other,1,1,0,yes,5,4,12,0,9.0,High,5.0,Neutral
496,GP,M,16,other,1,3,0,yes,4,4,0,0,16.0,High,1.0,Very Bad
497,GP,M,15,course,1,1,0,yes,3,5,2,0,12.0,Medium,1.0,Very Bad
498,GP,F,15,home,2,2,0,no,3,2,16,0,10.0,High,1.0,Neutral
499,GP,M,15,course,1,2,0,yes,4,1,0,0,16.0,Medium,1.0,Neutral
500,GP,F,15,reputation,1,4,0,no,3,4,10,0,10.0,Medium,1.0,Very Bad
501,GP,F,15,course,1,4,0,no,1,3,4,0,10.0,Medium,1.0,Very Bad
502,GP,M,16,home,1,3,0,yes,3,5,4,0,14.0,Medium,1.0,Very Bad
503,GP,M,15,home,4,4,0,yes,3,1,8,0,11.0,Medium,4.0,Neutral
504,GP,F,16,other,1,3,0,yes,4,4,2,0,15.0,High,1.0,Excellent
505,GP,M,15,course,1,1,0,yes,5,4,4,0,14.0,Medium,1.0,Very Bad
506,GP,F,16,reputation,1,3,0,yes,1,2,4,0,11.0,Medium,1.0,Very Bad
507,GP,F,16,home,1,2,1,yes,1,5,12,0,9.0,Medium,1.0,Very Bad
508,GP,M,15,course,1,1,0,no,5,3,10,0,18.0,Medium,1.0,Very Bad
509,GP,M,15,reputation,1,2,0,yes,4,5,4,0,10.0,Medium,1.0,Very Bad
510,GP,M,16,course,1,2,0,yes,4,5,6,0,15.0,High,1.5,Neutral
511,GP,M,15,reputation,2,2,0,yes,4,2,4,0,16.0,Medium,1.0,Very Bad
512,GP,M,16,home,2,1,0,yes,4,5,6,0,14.0,Medium,1.0,Very Bad
513,GP,M,17,course,3,2,1,yes,2,5,14,0,11.0,Medium,2.5,Neutral
514,GP,M,15,reputation,1,1,0,no,4,4,2,0,14.0,Medium,1.5,Very Bad
515,GP,F,15,course,1,2,0,no,2,1,0,0,14.0,Medium,1.5,Very Bad
516,GP,M,15,home,1,4,0,yes,5,5,6,0,13.0,High,1.5,Neutral
517,GP,F,16,course,2,2,0,yes,2,5,2,0,13.0,High,1.5,Very Bad
518,GP,M,16,course,1,1,0,yes,4,5,4,0,13.0,Medium,2.5,Very Bad
519,GP,F,16,home,1,2,0,no,4,5,0,0,11.0,Medium,1.0,Neutral
520,GP,M,15,home,1,1,0,no,5,5,2,0,9.0,High,2.5,Neutral
521,GP,F,15,home,1,2,0,yes,3,1,0,0,11.0,Medium,1.0,Very Bad
522,GP,F,19,course,1,2,2,no,4,5,0,0,10.0,Low,1.0,Very Bad
523,GP,M,16,course,1,1,0,yes,5,4,8,0,14.0,Medium,3.5,Neutral
524,GP,M,16,course,2,3,0,no,2,1,4,0,13.0,Medium,2.0,Very Bad
525,GP,F,15,course,2,3,0,no,2,5,0,0,11.0,Medium,2.0,Very Bad
526,GP,F,18,reputation,1,2,3,yes,4,5,10,0,9.0,Medium,2.0,Excellent
527,GP,F,17,course,3,1,0,no,2,5,8,0,11.0,Medium,1.5,Very Bad
528,GP,F,15,course,3,1,0,yes,3,4,6,0,12.0,Medium,1.5,Very Bad
529,GP,F,17,course,1,1,0,no,4,5,2,0,12.0,Medium,2.0,Neutral
530,GP,F,16,course,1,1,0,no,2,5,12,0,14.0,Medium,2.5,Very Bad
531,GP,M,16,course,4,1,0,no,2,2,4,0,10.0,Low,1.0,Very Bad
532,GP,F,16,home,1,1,1,no,3,5,12,0,12.0,Low,1.0,Neutral
533,GP,M,15,course,4,2,0,no,3,5,2,0,11.0,Medium,1.0,Neutral
534,GP,F,15,course,1,3,0,yes,3,5,4,0,14.0,Medium,1.0,Very Bad
535,GP,M,17,course,3,2,0,no,4,5,2,0,10.0,Low,3.0,Neutral
536,GP,F,16,course,4,2,0,no,1,3,0,0,13.0,Low,1.0,Very Bad
537,GP,M,18,course,2,1,0,yes,3,4,2,0,11.0,High,4.5,Neutral
538,GP,F,18,course,1,3,0,yes,3,5,10,0,11.0,Medium,3.0,Very Bad
539,GP,F,16,reputation,2,1,0,yes,3,1,8,0,11.0,Medium,1.5,Very Bad
540,GP,F,16,course,2,1,0,yes,3,5,4,0,9.0,Medium,1.0,Very Bad
541,GP,M,16,course,1,2,2,no,4,5,0,0,10.0,Medium,2.0,Neutral
542,GP,F,15,course,2,1,0,yes,3,5,6,0,14.0,Medium,1.0,Very Bad
543,GP,F,15,course,3,1,1,yes,5,1,2,0,9.0,Low,1.0,Excellent
544,GP,M,15,course,2,4,0,no,2,3,6,0,10.0,High,1.0,Very Bad
545,GP,F,15,home,1,2,0,no,3,1,24,0,9.0,Low,2.5,Very Bad
546,GP,M,16,course,1,3,0,yes,3,5,0,0,14.0,High,2.0,Very Bad
547,GP,M,16,reputation,2,1,0,yes,3,2,4,0,11.0,High,2.0,Very Bad
548,GP,F,15,course,1,3,0,yes,2,5,2,0,13.0,High,1.0,Very Bad
549,GP,F,16,course,1,1,0,no,4,1,4,0,11.0,Medium,3.0,Very Bad
550,GP,M,17,home,1,1,0,no,4,5,22,0,7.0,Medium,1.5,Neutral
551,GP,F,15,course,1,2,0,no,4,5,0,0,12.0,Medium,1.5,Very Bad
552,GP,F,15,home,2,1,0,yes,4,5,0,0,10.0,Medium,1.0,Very Bad
553,GP,F,15,home,1,2,1,no,3,3,2,0,11.0,High,1.0,Very Bad
554,GP,F,15,course,1,2,0,no,3,5,6,0,13.0,Medium,1.0,Very Bad
555,GP,F,15,course,1,2,0,no,3,1,6,0,11.0,Low,3.0,Neutral
556,GP,M,16,course,1,1,0,no,3,5,16,0,9.0,Medium,1.5,Very Bad
557,GP,M,15,course,4,1,0,no,5,5,0,0,11.0,Medium,3.5,Neutral
558,GP,M,18,course,1,1,2,no,3,4,0,0,6.0,Medium,3.5,Neutral
559,GP,M,16,course,1,1,1,yes,4,5,6,0,10.0,Medium,4.0,Neutral
560,GP,F,15,reputation,2,3,0,yes,2,3,2,0,13.0,High,2.5,Very Bad
561,GP,M,19,home,1,1,0,no,5,4,6,0,10.0,Medium,1.0,Neutral
562,GP,F,17,course,1,1,0,no,2,4,0,0,13.0,Medium,1.0,Very Bad
563,GP,M,15,course,1,2,0,yes,4,1,0,0,8.0,Medium,1.0,Neutral
564,GP,M,17,reputation,1,1,3,no,2,5,14,0,9.0,Low,3.0,Very Bad
565,GP,F,18,course,3,1,3,yes,2,4,6,0,11.0,Low,3.0,Neutral
566,GP,M,16,course,3,1,0,no,2,3,4,0,11.0,Low,1.5,Very Bad
567,GP,M,16,course,1,2,1,no,5,5,0,0,6.0,Medium,4.0,Neutral
568,GP,M,16,course,2,1,2,no,4,5,0,0,9.0,Medium,4.0,Neutral
569,GP,M,17,course,2,1,1,yes,3,5,8,0,8.0,Medium,2.0,Very Bad
570,GP,M,17,course,2,2,2,no,4,3,4,0,7.0,Medium,2.5,Neutral
571,GP,M,15,course,2,1,0,yes,4,5,2,0,9.0,Medium,3.0,Neutral
572,GP,M,16,course,1,1,1,no,3,2,2,0,8.0,Medium,2.5,Very Bad
573,GP,M,17,course,4,2,0,yes,3,5,0,0,8.0,Low,3.0,Excellent
574,GP,M,17,course,2,1,3,yes,5,2,10,0,8.0,Medium,1.0,Very Bad
575,GP,M,16,course,1,2,0,no,3,4,0,0,10.0,Low,3.0,Neutral
576,GP,F,16,home,1,2,0,no,2,3,0,0,17.0,Medium,1.0,Very Bad
577,GP,F,16,home,1,2,0,no,1,4,0,0,12.0,Medium,1.0,Neutral
578,GP,F,16,reputation,1,2,0,no,4,3,0,0,16.0,High,1.0,Very Bad
579,GP,M,16,course,3,1,1,yes,4,2,4,0,9.0,Medium,3.0,Neutral
580,GP,M,16,reputation,2,2,0,yes,3,3,0,0,17.0,Medium,1.0,Very Bad
581,GP,M,17,reputation,1,2,0,yes,4,5,0,0,10.0,High,2.0,Neutral
582,GP,F,16,home,1,2,0,yes,3,3,0,0,13.0,Medium,1.0,Neutral
583,GP,F,16,reputation,2,2,0,yes,4,4,0,0,14.0,Medium,1.0,Neutral
584,GP,M,17,course,2,2,0,yes,4,4,0,0,11.0,Medium,4.0,Neutral
585,GP,F,16,reputation,2,2,0,yes,4,5,0,0,13.0,Medium,2.5,Very Bad
586,GP,M,17,reputation,1,2,0,yes,3,4,4,0,10.0,Low,2.5,Neutral
587,GP,M,16,other,1,1,0,yes,3,3,8,0,10.0,Medium,3.5,Very Bad
588,GP,M,17,course,1,2,0,yes,2,2,4,0,12.0,Medium,1.0,Neutral
589,GP,M,16,home,1,2,0,yes,4,3,4,0,11.0,High,2.5,Very Bad
590,GP,M,16,home,1,2,0,yes,2,3,0,0,12.0,Medium,1.5,Very Bad
591,GP,F,17,reputation,1,2,0,yes,4,5,0,0,17.0,Medium,2.5,Very Bad
592,GP,F,17,reputation,1,2,0,yes,3,1,32,0,14.0,Medium,2.5,Neutral
593,GP,F,16,reputation,1,2,0,no,2,1,8,0,15.0,Medium,1.5,Very Bad
594,GP,M,17,other,1,2,0,yes,3,4,6,0,13.0,High,2.5,Neutral
595,GP,M,16,other,1,1,0,yes,3,3,0,0,10.0,High,1.5,Very Bad
596,GP,M,16,course,1,2,0,yes,2,5,0,0,14.0,Medium,1.5,Very Bad
597,GP,F,17,reputation,1,2,0,no,3,3,10,0,13.0,Medium,2.0,Very Bad
598,GP,M,17,home,1,2,0,no,1,3,6,0,9.0,Low,3.0,Very Bad
599,GP,F,16,course,1,2,0,no,3,2,6,0,12.0,Medium,1.0,Very Bad
600,GP,F,17,course,1,2,0,yes,3,3,0,0,12.0,Medium,1.0,Very Bad
601,GP,M,17,other,2,2,0,yes,4,5,16,0,11.0,Medium,4.5,Neutral
602,GP,M,16,reputation,1,1,0,yes,3,5,0,0,10.0,Medium,3.5,Very Bad
603,GP,M,16,home,2,1,0,no,3,3,0,0,12.0,Medium,1.0,Very Bad
604,GP,F,17,course,1,2,0,yes,3,5,8,0,15.0,High,1.0,Very Bad
605,GP,M,17,home,1,1,0,no,2,5,4,0,13.0,Medium,1.5,Very Bad
606,GP,M,16,home,3,1,0,yes,3,3,16,0,11.0,Medium,4.0,Very Bad
607,GP,F,17,home,2,1,1,no,2,2,30,0,15.0,High,2.5,Neutral
608,GP,F,16,reputation,1,2,0,no,5,3,0,0,11.0,High,1.5,Very Bad
609,GP,F,16,home,1,2,0,yes,3,2,2,0,14.0,Medium,3.0,Neutral
610,GP,F,16,reputation,1,2,0,yes,4,4,4,0,12.0,Medium,2.0,Very Bad
611,GP,F,17,course,1,2,0,no,4,1,0,0,15.0,Low,2.0,Neutral
612,GP,F,17,reputation,1,1,0,no,3,3,21,0,13.0,Medium,1.5,Very Bad
613,GP,F,16,reputation,2,4,0,yes,3,5,6,0,13.0,Medium,1.0,Neutral
614,GP,F,17,home,1,3,1,no,4,5,14,0,8.0,High,3.5,Very Bad
615,GP,F,16,course,1,2,0,no,3,4,2,0,11.0,Medium,2.0,Very Bad
616,GP,F,16,other,1,2,0,yes,3,1,4,0,15.0,Medium,1.0,Very Bad
617,GP,F,16,home,2,1,0,no,3,5,2,0,13.0,Medium,2.5,Very Bad
